losses,reward
-6091.5341796875,33.18206787109375
-5825.37255859375,32.94736862182617
-5605.50732421875,32.94841766357422
-5372.767578125,33.04785919189453
-5091.46728515625,33.18638229370117
-4621.39306640625,32.52271270751953
-4277.40625,32.83927536010742
-3884.337890625,32.9592399597168
-3470.949951171875,32.93903350830078
-3070.24267578125,33.10001754760742
-2595.259765625,32.82141876220703
-2162.836669921875,32.92220687866211
-1770.7989501953125,33.11774826049805
-1322.0010986328125,33.23520278930664
-809.9284057617188,33.09141540527344
-279.63623046875,32.933448791503906
169.40652465820312,33.23401641845703
557.4832153320312,32.91986846923828
794.2481079101562,32.73969268798828
924.13330078125,32.62256622314453
911.576416015625,32.88107681274414
859.8280639648438,32.958099365234375
779.9163818359375,32.82470703125
631.2532958984375,32.84595489501953
489.2366638183594,32.91553497314453
392.0462951660156,32.74465560913086
250.12554931640625,32.68352127075195
44.87670135498047,32.902435302734375
-173.68777465820312,33.03255081176758
-346.75244140625,33.34091567993164
-349.1116638183594,32.87660598754883
-402.04986572265625,33.0307731628418
-378.2897033691406,32.99506378173828
-261.39495849609375,32.56207275390625
-162.57960510253906,32.49522399902344
-53.74427032470703,32.55656433105469
40.44116973876953,32.884979248046875
169.6760711669922,32.60599136352539
229.2976531982422,32.479225158691406
289.7565612792969,32.08034896850586
204.27186584472656,32.409427642822266
164.14584350585938,32.22742462158203
39.83015823364258,32.4402961730957
-99.27433776855469,32.520347595214844
-122.81170654296875,32.1981201171875
-136.93026733398438,32.09041976928711
-103.41606140136719,31.90558624267578
-114.61668395996094,32.2628173828125
34.50300979614258,31.737895965576172
79.58943176269531,31.651166915893555
16.529190063476562,32.02843475341797
11.254566192626953,31.810251235961914
-26.00379753112793,31.553884506225586
-37.8274040222168,31.44951057434082
-7.589662075042725,31.28678321838379
-21.346363067626953,31.692726135253906
109.14813232421875,31.231534957885742
131.51055908203125,31.317380905151367
171.46990966796875,30.915645599365234
162.59437561035156,30.720394134521484
87.18452453613281,30.763124465942383
-44.12760543823242,31.046340942382812
-37.46714782714844,30.653079986572266
-97.85477447509766,30.990406036376953
-12.915425300598145,30.530975341796875
57.59059524536133,30.35870933532715
112.78128051757812,30.05306625366211
54.299903869628906,30.329219818115234
38.06733322143555,30.086904525756836
2.367981433868408,29.815288543701172
-81.75495910644531,29.708389282226562
-139.3187255859375,29.735401153564453
-135.43496704101562,29.575326919555664
-127.42501068115234,29.61555290222168
-134.13331604003906,29.98505401611328
-13.112998962402344,29.548583984375
59.16376495361328,29.66769790649414
147.81875610351562,29.364038467407227
191.73092651367188,29.11691665649414
142.99386596679688,29.411455154418945
115.71478271484375,29.27869415283203
69.37398529052734,29.14219093322754
14.498384475708008,28.853986740112305
-109.72120666503906,29.038217544555664
-171.65264892578125,29.011791229248047
-162.987060546875,28.672847747802734
-139.43759155273438,28.506664276123047
-138.80484008789062,28.72888946533203
-70.97594451904297,28.585670471191406
5.773248672485352,28.530458450317383
51.26546096801758,28.46126365661621
37.983638763427734,28.670860290527344
58.42121505737305,28.31264305114746
27.313291549682617,28.211973190307617
-38.30099868774414,28.22695541381836
-89.0505142211914,28.3898868560791
-85.20741271972656,28.34772300720215
-29.11227035522461,28.027894973754883
10.257604598999023,28.09642791748047
54.865604400634766,27.815515518188477
-0.12114715576171875,28.230331420898438
1.6675562858581543,27.88285255432129
-70.37727355957031,28.07469940185547
-98.37952423095703,28.099472045898438
-69.66767120361328,27.843564987182617
-97.47017669677734,28.32723617553711
-29.808454513549805,28.155681610107422
51.344451904296875,28.048450469970703
109.47737884521484,27.81800079345703
145.89739990234375,27.527740478515625
110.59938049316406,27.718547821044922
85.44424438476562,27.58415985107422
12.232189178466797,27.75084686279297
-67.06761169433594,27.816335678100586
-93.35415649414062,27.62576675415039
-96.27345275878906,27.4921875
-93.43277740478516,27.597322463989258
-79.67618560791016,27.74154281616211
-23.832035064697266,27.690855026245117
73.84636688232422,27.408206939697266
76.54560089111328,27.73316192626953
95.06190490722656,27.699678421020508
91.82652282714844,27.59397315979004
70.85572052001953,27.473148345947266
17.548599243164062,27.485950469970703
-78.86091613769531,27.807315826416016
-86.80181121826172,27.47576904296875
-114.9058609008789,27.63258171081543
-104.2494888305664,27.603757858276367
-46.63253402709961,27.34140396118164
-30.546279907226562,27.689287185668945
68.10100555419922,27.37226104736328
87.24699401855469,27.541278839111328
107.0843734741211,27.504135131835938
112.659423828125,27.31803321838379
78.62744903564453,27.31839942932129
17.71025848388672,27.480144500732422
-28.132349014282227,27.285417556762695
-76.72251892089844,27.41201400756836
-81.48214721679688,27.31848907470703
-61.794044494628906,27.22134780883789
-21.19489097595215,27.15477752685547
25.009254455566406,27.14206314086914
3.8419265747070312,27.613201141357422
31.363080978393555,27.294340133666992
-5.7954912185668945,27.485031127929688
22.89777374267578,27.196056365966797
-4.667472839355469,27.259700775146484
-34.97822570800781,27.644474029541016
3.4797286987304688,27.451915740966797
45.9432373046875,27.01779556274414
14.365405082702637,27.128997802734375
-56.769195556640625,27.478839874267578
-37.960838317871094,27.141326904296875
-33.49013137817383,27.16106414794922
-19.366350173950195,27.30704689025879
53.204933166503906,26.960372924804688
78.52295684814453,26.931312561035156
45.75870895385742,27.268463134765625
28.91268539428711,27.226207733154297
1.8516826629638672,27.077335357666016
-46.933597564697266,27.01427459716797
-109.79304504394531,27.417123794555664
-84.30625915527344,27.05423927307129
-64.03441619873047,26.9825496673584
